id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Attitude_OG_M_1,Attitude_OG_M_2,Attitude_OG_M_3,Attitude_OG_M_4,Attitude_IG_M_1,Attitude_IG_M_2,Attitude_IG_M_3,Attitude_IG_M_4,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Attitude_IG_P_1,Attitude_IG_P_2,Attitude_IG_P_3,Attitude_IG_P_4,Attitude_OG_P_1,Attitude_OG_P_2,Attitude_OG_P_3,Attitude_OG_P_4,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Attention1_1,MinimalGroupCheck,Attitude_IG_Fam_1,Attitude_IG_Fam_2,Attitude_IG_Fam_3,Attitude_IG_Fam_4,Attitude_OG_Fam_1,Attitude_OG_Fam_2,Attitude_OG_Fam_3,Attitude_OG_Fam_4,Allocate_IG_Fam_1,Allocate_IG_Fam_2,Allocate_OG_Fam_1,Allocate_OG_Fam_2,Allocate_TG_Fam_1,Allocate_TG_Fam_2,Attitude_IG_Nat_1,Attitude_IG_Nat_2,Attitude_IG_Nat_3,Attitude_IG_Nat_4,Attitude_OG_Nat_1,Attitude_OG_Nat_2,Attitude_OG_Nat_3,Attitude_OG_Nat_4,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,InterpersonalTrust_1,InterpersonalTrust_2,InterpersonalTrust_3,InterpersonalTrust_4,InterpersonalTrust_5,InterpersonalTrust_6,InstitutionTrust_1,InstitutionTrust_2,InstitutionTrust_3,FamilyTie1,FamilyTie2,FamilyTie3_1,FamilyTie3_2,FamilyTie3_3,FamilyTie3_4,Col_Ind_1,Col_Ind_2,Col_Ind_3,Col_Ind_4,Col_Ind_5,Col_Ind_6,Col_Ind_7,Col_Ind_8,Col_Ind_9,Col_Ind_10,Col_Ind_11,Col_Ind_12,Col_Ind_13,Col_Ind_14,SelfEsteem_1,Attention2,Gender,Age,PoliticalAffi_US,PoliticalAffi_UK,PoliticalOrie,Income_when16,Work_situation,Edu,Marital_status,NumChildren,NumSibling,NumCousins,Residence_wParents,Size_of_town,Freq_moving,State_current,State_childhood,Region_current,Region_childhood,Comment,Familiarity_wMGP,MGP_followup,Trade_off_1,Trade_off_2,Trade_off_3,Trade_off_4,Trade_off_5,Trade_off_6,Trade_off_7,Trade_off_8,Trade_off_9,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p061,2022-04-04,03:22:30,2022-04-04,03:35:14,100,764,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,15,5,17,3,15,5,Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,10,10,10,10,12,8,Somewhat,Somewhat,Completely,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Rather important,2,6,5 - Neither Agree nor Disagree,6,7,3,2,7,5 - Neither Agree nor Disagree,6,4,2,6,8,4,18,Male,18-24,NA,Labour,A little liberal,Average,Unemployed,Completed college / university,Single (never married),0,3,4,Yes,"More than 100,000 inhabitants",I didn't move,NA,NA,Kent,Kent,Interest study about trust,No,NA,2,2,2,4,4,4,3,2,3,EN-GB,British,£,0.067,attfirst,firstletter,K,M,allocator,nat_out,another national group,10,10,0.67
p062,2022-04-04,03:18:09,2022-04-04,03:35:30,100,1040,EN-GB,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,10,10,20,0,10,10,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,10,10,10,10,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,A great deal,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Not very important,8,6,7,3,1 - Strongly Disagree,5 - Neither Agree nor Disagree,7,8,7,6,9 - Strongly Agree,4,2,6,5,18,Female,35-44,NA,Labour,Somewhat liberal,Below average,Other,Completed college / university,Married,5,2,15,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,Devon,Shropshire and Staffordshire,How selfish right wing elitist are and that poverty encourages socialism,No,NA,1,1,3,1,1,1,5,1,5,EN-GB,British,£,0.067,attfirst,firstletter,L,N,recipient,nat_out_self,another national group,10,10,0.67
p063,2022-04-04,03:28:42,2022-04-04,03:35:51,100,429,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly Disagree,P,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,20,0,20,0,0,20,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,10,10,10,10,10,10,Completely,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Quite a lot,Quite a lot,Quite a lot,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Rather important,Rather important,Rather important,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,9 - Strongly Agree,6,9 - Strongly Agree,6,9 - Strongly Agree,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,1 - Not very true of me,18,Male,25-34,NA,No affiliation,Moderate,Average,Employed (full-time),Completed high school,In a relationship (but currently unmarried),2,1,6,No,"Up to 2,000 inhabitants",I moved 3-5 times,NA,NA,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",NA,No,NA,1,5,3,1,1,3,3,1,5,EN-GB,British,£,0.067,allofirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,0.67
p064,2022-04-04,03:26:39,2022-04-04,03:36:10,100,570,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,10,10,20,0,20,0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,20,0,20,0,10,10,Somewhat,Not very much,Somewhat,Not very much,Somewhat,Somewhat,A great deal,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Rather important,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,7,8,7,8,9 - Strongly Agree,5 - Neither Agree nor Disagree,8,1 - Strongly Disagree,9 - Strongly Agree,8,5,18,Male,25-34,NA,No affiliation,Moderate,Average,Employed (full-time),Completed college / university,In a relationship (but currently unmarried),0,2,5,No,"2,000 to 10,000 inhabitants",I moved 3-5 times,NA,NA,Hampshire and Isle of Wight,"Berkshire, Buckinghamshire and Oxfordshire",Was interesting,No,NA,1,1,3,3,1,1,5,1,5,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,nat_in,your national group,20,20,1.34
p065,2022-04-04,03:20:26,2022-04-04,03:36:19,100,953,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,10,10,13,7,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,12,8,13,7,10,10,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,12,8,12,8,10,10,Somewhat,Not very much,Somewhat,Somewhat,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Not very important,Very important,8,8,6,6,8,8,7,6,3,7,8,5 - Neither Agree nor Disagree,3,8,3,18,Female,25-34,NA,No affiliation,Somewhat liberal,Average,Employed (part-time),Some college / university,In a relationship (but currently unmarried),0,1,4,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,Merseyside,Merseyside,Collecting data on how people feel about others and how much they are willing to help others.,No,NA,2,4,2,4,3,2,3,3,3,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,min_in,Group H,010,10,0.67
p066,2022-04-04,03:24:23,2022-04-04,03:36:44,100,740,EN-GB,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,15,5,15,5,10,10,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,10,10,10,10,10,10,Completely,Completely,Completely,Somewhat,Somewhat,Somewhat,Not very much,A great deal,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Very important,Not at all important,Rather important,6,1 - Strongly Disagree,3,8,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,6,8,7,7,1 - Strongly Disagree,7,9 - Strongly Agree,4,18,Female,45-54,NA,No affiliation,Somewhat liberal,Far above average,Other,Post-graduate degree,In a relationship (but currently unmarried),0,2,3,No,"More than 500,000 inhabitants",I didn't move,NA,NA,Inner London — East,East Anglia,identification with different groups of people,No,NA,2,2,4,1,1,4,2,1,5,EN-GB,British,£,0.067,allofirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,0.67
p067,2022-04-04,03:24:17,2022-04-04,03:36:54,100,757,EN-GB,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,15,5,10,10,5,15,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,10,10,10,10,10,10,Somewhat,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Not very much,Not very much,None at all,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,6,3,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,4,7,8,5 - Neither Agree nor Disagree,7,8,1 - Strongly Disagree,2,6,2,18,Female,35-44,NA,Labour,Somewhat liberal,Above average,Other,Completed high school,In a relationship (but currently unmarried),3,1,3,No,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,Shropshire and Staffordshire,Shropshire and Staffordshire,no idea,No,NA,1,2,1,5,2,1,3,5,5,EN-GB,British,£,0.067,allofirst,firstletter,H,J,allocator,min_out,Group J,10,10,0.67
p068,2022-04-04,03:28:01,2022-04-04,03:36:56,100,534,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,15,5,15,5,15,5,Somewhat Disagree,S,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,15,5,20,0,15,5,Neither Agree nor Disagree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,15,5,15,5,15,5,Somewhat,Not very much,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Rather important,Rather important,Not at all important,Rather important,6,4,4,5 - Neither Agree nor Disagree,4,6,6,7,7,7,7,5 - Neither Agree nor Disagree,7,7,3,18,Female,35-44,NA,No affiliation,A little liberal,Average,Employed (part-time),Completed high school,In a relationship (but currently unmarried),2,3,3,No,"2,000 to 10,000 inhabitants",I moved once or twice,NA,NA,Kent,Kent,NA,No,NA,2,4,5,5,1,5,2,2,5,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,0.67
p069,2022-04-04,03:27:46,2022-04-04,03:36:58,100,552,EN-GB,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,K,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,15,5,10,10,10,10,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Completely,Completely,Completely,Not very much,Somewhat,Somewhat,A great deal,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not very important,Rather important,6,3,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,6,6,6,5 - Neither Agree nor Disagree,6,6,6,3,5 - Neither Agree nor Disagree,6,7 - Very true of me,18,Female,25-34,NA,Labour,Moderate,Average,Employed (full-time),Post-graduate degree,In a relationship (but currently unmarried),0,1,14,No,"10,000 to 100,000 inhabitants",I moved once or twice,NA,NA,Kent,Kent,NA,No,NA,3,3,2,3,2,2,3,3,3,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,0.67
p070,2022-04-04,03:25:23,2022-04-04,03:37:06,100,703,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,10,10,10,10,Somewhat Disagree,N,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Somewhat,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents have a life of their own and should not be asked to sacrifice their own well-being for the sake of their children.,Very important,Rather important,Not at all important,Rather important,3,7,6,6,9 - Strongly Agree,5 - Neither Agree nor Disagree,7,7,5 - Neither Agree nor Disagree,7,5 - Neither Agree nor Disagree,3,5 - Neither Agree nor Disagree,9 - Strongly Agree,3,18,Female,18-24,NA,No affiliation,Somewhat liberal,Below average,Employed (part-time),Completed college / university,In a relationship (but currently unmarried),0,2,6,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,NA,NA,Lancashire,Dorset and Somerset,NA,No,NA,1,1,5,1,1,1,5,1,5,EN-GB,British,£,0.067,attfirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,0.67
p071,2022-04-04,03:27:59,2022-04-04,03:37:08,100,548,EN-GB,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,H,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Agree,20,0,20,0,20,0,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,20,0,20,0,10,10,Somewhat,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Quite a lot,None at all,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Not very important,Not at all important,Rather important,7,6,6,9 - Strongly Agree,6,6,7,9 - Strongly Agree,7,6,9 - Strongly Agree,9 - Strongly Agree,6,7,1 - Not very true of me,18,Female,35-44,NA,Labour,Moderate,Average,Employed (full-time),Completed high school,Married,0,2,18,No,"More than 500,000 inhabitants",I moved 3-5 times,NA,NA,"Northumberland, and Tyne and Wear","Northumberland, and Tyne and Wear",Equality,No,NA,1,2,4,4,1,5,3,1,3,EN-GB,British,£,0.067,allofirst,firstletter,H,J,allocator,nat_in,your national group,20,20,1.34
p072,2022-04-04,03:27:39,2022-04-04,03:37:09,100,570,EN-GB,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,15,5,15,5,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Disagree,L,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,10,10,15,5,10,10,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Agree,15,5,15,5,15,5,Completely,Somewhat,Somewhat,Not very much,Somewhat,Somewhat,Quite a lot,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Very important,8,7,8,9 - Strongly Agree,6,6,7,3,8,6,5 - Neither Agree nor Disagree,4,7,7,4,18,Female,45-54,NA,Conservative,Conservative,Average,Employed (part-time),Post-graduate degree,Married,2,1,6,No,"2,000 to 10,000 inhabitants",I moved once or twice,NA,NA,"Surrey, East and West Sussex",Shropshire and Staffordshire,What factors people use to identify with,No,NA,2,2,1,4,1,1,4,2,4,EN-GB,British,£,0.067,attfirst,firstletter,L,N,allocator,nat_out,another national group,15,15,1.005
p073,2022-04-04,03:25:47,2022-04-04,03:37:10,100,682,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,10,10,13,7,11,9,Somewhat Disagree,J,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,10,10,15,5,15,5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,7,14,6,10,10,Completely,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Not very much,Not very much,Not very much,"Regardless of what the qualities and faults of one's parents are, one must always love and respect them.",Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Rather important,Very important,7,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,7,9 - Strongly Agree,9 - Strongly Agree,6,5 - Neither Agree nor Disagree,8,9 - Strongly Agree,5 - Neither Agree nor Disagree,5 - Neither Agree nor Disagree,9 - Strongly Agree,5,18,Male,18-24,NA,Labour,Moderate,Average,Employed (full-time),Some college / university,In a relationship (but currently unmarried),0,2,13,Yes,"10,000 to 100,000 inhabitants",I didn't move,NA,NA,"Berkshire, Buckinghamshire and Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire",NA,No,NA,1,4,3,3,2,1,3,3,3,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,min_out,Group H,13,13,0.871
p074,2022-04-04,03:28:45,2022-04-04,03:37:15,100,509,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Somewhat Disagree,M,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,10,10,10,10,10,10,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,10,10,10,10,10,10,Completely,Somewhat,Completely,Not very much,Somewhat,Somewhat,Not very much,Quite a lot,Not very much,One does not have the duty to respect and love parents who have not earned it by their behavior and attitudes.,Parents' duty is to do their best for their children even at the expense of their own well-being.,Very important,Very important,Not at all important,Very important,5 - Neither Agree nor Disagree,6,5 - Neither Agree nor Disagree,7,7,7,5 - Neither Agree nor Disagree,8,5 - Neither Agree nor Disagree,7,7,2,4,8,6,18,Female,18-24,NA,Labour,Very liberal,Average,Employed (full-time),Completed college / university,Single (never married),0,1,0,No,"10,000 to 100,000 inhabitants",I moved 3-5 times,NA,NA,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",NA,No,NA,1,1,4,3,1,3,3,1,5,EN-GB,British,£,0.067,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,0.67
